id,name,types,height,weight,abilities,egg_groups,genus,description
523,Zebstrika,[electric],16.00,795.00,"[sap-sipper, motor-drive, lightning-rod]",[ground],Thunderbolt Pokemon,"They have lightning-like movements.
When Zebstrika run at full speed, the sound of
thunder reverberates."
524,Roggenrola,[rock],4.00,180.00,"[sand-force, weak-armor, sturdy]",[mineral],Mantle Pokemon,"The hexagonal cavity is its ear. It walks in the
direction of sounds it hears, but if the sounds
cease, it panics and topples over."
525,Boldore,[rock],9.00,1020.00,"[sand-force, weak-armor, sturdy]",[mineral],Ore Pokemon,"It explores caves in search of underground
water. It's not comfortable around water, so
this Pokemon takes great care in lapping it up."
526,Gigalith,[rock],17.00,2600.00,"[sand-force, sand-stream, sturdy]",[mineral],Compressed Pokemon,"Known for its hefty horsepower, this Pokemon
is a popular partner for construction workers."
527,Woobat,"[flying, psychic]",4.00,21.00,"[simple, klutz, unaware]","[ground, flying]",Bat Pokemon,"The heart-shaped mark left on a body after a
Woobat has been attached to it is said to bring
good fortune."
528,Swoobat,"[flying, psychic]",9.00,105.00,"[simple, klutz, unaware]","[ground, flying]",Courting Pokemon,"Anyone who comes into contact with the ultrasonic
waves emitted by a courting male experiences a
positive mood shift."
529,Drilbur,[ground],3.00,85.00,"[mold-breaker, sand-force, sand-rush]",[ground],Mole Pokemon,"By spinning its body, it can dig straight through the
ground at a speed of 30 mph."
530,Excadrill,"[steel, ground]",7.00,404.00,"[mold-breaker, sand-force, sand-rush]",[ground],Subterrene Pokemon,"More than 300 feet below the surface, they build
mazelike nests. Their activity can be destructive to
subway tunnels."
531,Audino,[normal],11.00,310.00,"[klutz, regenerator, healer]",[fairy],Hearing Pokemon,"It touches others with the feelers on its ears, using
the sound of their heartbeats to tell how they
are feeling."
532,Timburr,[fighting],6.00,125.00,"[iron-fist, sheer-force, guts]",[humanshape],Muscular Pokemon,"Always carrying squared logs, they help out with
construction. As they grow, they carry bigger logs."
533,Gurdurr,[fighting],12.00,400.00,"[iron-fist, sheer-force, guts]",[humanshape],Muscular Pokemon,"This Pokemon is so muscular and strongly built that
even a group of wrestlers could not make it budge
an inch."
534,Conkeldurr,[fighting],14.00,870.00,"[iron-fist, sheer-force, guts]",[humanshape],Muscular Pokemon,"Rather than rely on force, they master moves that
utilize the centrifugal force of spinning concrete."
535,Tympole,[water],5.00,45.00,"[water-absorb, hydration, swift-swim]",[water1],Tadpole Pokemon,"By vibrating its cheeks, it emits sound waves
imperceptible to humans. It uses the rhythm of
these sounds to talk."
536,Palpitoad,"[ground, water]",8.00,170.00,"[water-absorb, hydration, swift-swim]",[water1],Vibration Pokemon,"It lives in the water and on land. It uses its long,
sticky tongue to immobilize its opponents."
537,Seismitoad,"[ground, water]",15.00,620.00,"[water-absorb, poison-touch, swift-swim]",[water1],Vibration Pokemon,"They shoot paralyzing liquid from their head bumps.
They use vibration to hurt their opponents."
538,Throh,[fighting],13.00,555.00,"[mold-breaker, inner-focus, guts]",[humanshape],Judo Pokemon,"When it encounters a foe bigger than itself, it wants
to throw it. It changes belts as it gets stronger."
539,Sawk,[fighting],14.00,510.00,"[mold-breaker, inner-focus, sturdy]",[humanshape],Karate Pokemon,"Tying their belts gets them pumped and makes their
punches more destructive. Disturbing their training
angers them."
540,Sewaddle,"[grass, bug]",3.00,25.00,"[overcoat, chlorophyll, swarm]",[bug],Sewing Pokemon,"Since this Pokemon makes its own clothes out of
leaves, it is a popular mascot for fashion designers."
541,Swadloon,"[grass, bug]",5.00,73.00,"[overcoat, chlorophyll, leaf-guard]",[bug],Leaf-Wrapped Pokemon,"It protects itself from the cold by wrapping up in
leaves. It stays on the move, eating leaves
in forests."
542,Leavanny,"[grass, bug]",12.00,205.00,"[overcoat, chlorophyll, swarm]",[bug],Nurturing Pokemon,"It keeps its eggs warm with heat from fermenting
leaves. It also uses leaves to make warm wrappings
for Sewaddle."
543,Venipede,"[poison, bug]",4.00,53.00,"[speed-boost, swarm, poison-point]",[bug],Centipede Pokemon,"Its bite injects a potent poison, enough to paralyze
large bird Pokemon that try to prey on it."
544,Whirlipede,"[poison, bug]",12.00,585.00,"[speed-boost, swarm, poison-point]",[bug],Curlipede Pokemon,"It is usually motionless, but when attacked,
it rotates at high speed and then crashes into
its opponent."
545,Scolipede,"[poison, bug]",25.00,2005.00,"[speed-boost, swarm, poison-point]",[bug],Megapede Pokemon,"With quick movements, it chases down its foes,
attacking relentlessly with its horns until it prevails."
546,Cottonee,"[fairy, grass]",3.00,6.00,"[chlorophyll, infiltrator, prankster]","[plant, fairy]",Cotton Puff Pokemon,"Pillows and beds stuffed with cotton exhaled
by Cottonee are soft and puffy, light and airyâ€
altogether top quality."
547,Whimsicott,"[fairy, grass]",7.00,66.00,"[chlorophyll, infiltrator, prankster]","[plant, fairy]",Windveiled Pokemon,"This Pokemon appears, riding upon the wind.
But if the wind gusts up, it'll blow the cotton on
this Pokemon's head clean off."
548,Petilil,[grass],5.00,66.00,"[leaf-guard, own-tempo, chlorophyll]",[plant],Bulb Pokemon,"By pruning the leaves on its head with
regularity, this Pokemon can be grown into a
fine plump shape."
549,Lilligant,[grass],11.00,163.00,"[leaf-guard, own-tempo, chlorophyll]",[plant],Flowering Pokemon,"As soon as it finds a male to be its partner,
the beautiful flower on its head darkens,
droops, and withers away."
550,Basculin,[water],10.00,180.00,"[mold-breaker, adaptability, reckless]",[water2],Hostile Pokemon,"Red and blue Basculin usually do not get along,
but sometimes members of one school mingle with
the other's school."
551,Sandile,"[dark, ground]",7.00,152.00,"[anger-point, moxie, intimidate]",[ground],Desert Croc Pokemon,"It conceals itself in the sand and chomps down
on the legs of any prey that unwarily walk over
it. Its favorite food is Trapinch."
552,Krokorok,"[dark, ground]",10.00,334.00,"[anger-point, moxie, intimidate]",[ground],Desert Croc Pokemon,"Thanks to the special membrane covering its
eyes, it can see its surroundings clearly, even in
the middle of the night."
553,Krookodile,"[dark, ground]",15.00,963.00,"[anger-point, moxie, intimidate]",[ground],Intimidation Pokemon,"After clamping down with its powerful jaws,
it twists its body around to rip its prey in half."
